codigo;nombre;docAnfitrion;departamento;municipio;tipo;direccion;precio;amenidades
ALOJ022;Alojamiento022;10000005;Bolívar;Medellín;casa;Calle 22 #97-9;201361;1,0,0,1,1,1
ALOJ023;Alojamiento023;10000037;Cundinamarca;Envigado;casa;Calle 23 #89-75;121608;0,0,1,1,0,1
ALOJ024;Alojamiento024;10000024;Valle;Cali;apartamento;Calle 24 #29-81;146717;1,0,1,0,1,0
ALOJ025;Alojamiento025;10000034;Cundinamarca;Bogotá;apartamento;Calle 25 #83-19;221070;0,1,1,0,1,1
ALOJ026;Alojamiento026;10000030;Bolívar;Bogotá;casa;Calle 26 #90-45;154150;1,0,0,1,0,0
ALOJ027;Alojamiento027;10000042;Cundinamarca;Envigado;apartamento;Calle 27 #76-47;176012;0,0,0,0,0,0
ALOJ028;Alojamiento028;10000021;Valle;Medellín;casa;Calle 28 #97-61;95770;1,0,1,1,0,0
ALOJ029;Alojamiento029;10000029;Bolívar;Medellín;apartamento;Calle 29 #63-7;247214;0,0,1,1,0,0
ALOJ030;Alojamiento030;10000024;Bolívar;Bogotá;casa;Calle 30 #82-46;145719;1,0,0,0,0,0
ALOJ031;Alojamiento031;10000011;Antioquia;Rionegro;apartamento;Calle 31 #82-100;98401;0,0,0,0,0,0
ALOJ032;Alojamiento032;10000002;Bolívar;Rionegro;casa;Calle 32 #88-27;177739;1,0,1,0,0,0
ALOJ033;Alojamiento033;10000035;Antioquia;Medellín;apartamento;Calle 33 #9-63;149871;0,1,0,1,1,1
ALOJ034;Alojamiento034;10000046;Bolívar;Medellín;casa;Calle 34 #39-67;158347;0,0,1,1,1,0
ALOJ035;Alojamiento035;10000013;Valle;Rionegro;casa;Calle 35 #22-24;229195;0,1,1,1,1,0
ALOJ036;Alojamiento036;10000002;Cundinamarca;Bogotá;apartamento;Calle 36 #8-65;118200;0,0,1,0,0,1
ALOJ037;Alojamiento037;10000039;Antioquia;Rionegro;casa;Calle 37 #84-54;175099;1,0,0,1,1,0
ALOJ038;Alojamiento038;10000017;Cundinamarca;Cartagena;casa;Calle 38 #44-55;138507;0,1,1,1,1,1
ALOJ039;Alojamiento039;10000046;Cundinamarca;Cartagena;casa;Calle 39 #51-48;243546;0,1,1,1,1,0
ALOJ040;Alojamiento040;10000036;Antioquia;Envigado;apartamento;Calle 40 #46-33;87906;1,1,1,1,0,0
ALOJ041;Alojamiento041;10000045;Cundinamarca;Cartagena;casa;Calle 41 #58-93;222592;0,0,1,0,1,0
ALOJ042;Alojamiento042;10000041;Antioquia;Bogotá;apartamento;Calle 42 #7-9;160783;0,0,1,1,0,1
ALOJ043;Alojamiento043;10000014;Cundinamarca;Envigado;apartamento;Calle 43 #94-73;151389;1,0,0,1,1,1
ALOJ044;Alojamiento044;10000031;Cundinamarca;Bogotá;casa;Calle 44 #16-65;143420;0,0,0,0,1,0
ALOJ045;Alojamiento045;10000036;Valle;Cali;apartamento;Calle 45 #92-98;167521;0,1,0,1,1,1
ALOJ046;Alojamiento046;10000002;Valle;Envigado;casa;Calle 46 #10-35;209743;0,1,1,1,1,0
ALOJ047;Alojamiento047;10000015;Valle;Medellín;casa;Calle 47 #39-48;176267;0,0,1,0,0,1
ALOJ048;Alojamiento048;10000032;Antioquia;Cali;casa;Calle 48 #47-18;160396;0,0,0,1,0,1
ALOJ049;Alojamiento049;10000050;Cundinamarca;Cali;apartamento;Calle 49 #5-50;223929;1,1,1,0,1,0
ALOJ050;Alojamiento050;10000008;Valle;Bogotá;apartamento;Calle 50 #46-23;172611;1,1,0,0,0,0
